sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,94.62%,,,
0,PeerVadosta_1,Tifton,78.0,True,[166.0],[184.0],
1,PeerVadosta_1,Metter,52.0,True,[117.2],[244.2],
2,Macon,Douglas,96.0,True,[247.6],[281.6],
3,Metter,PeerVadosta_1,31.0,True,[126.35],[215.35],
4,Vadosta,Waycross,76.0,True,[192.0],[263.6],
5,PeerVadosta_1,Willacoochee,30.0,True,[106.3],[213.6],
6,PeerVadosta_1,Rentz,55.0,True,[122.0],[183.0],
7,Willacoochee,Tifton,31.0,True,[156.0],[191.0],
8,Rentz,Leslie,89.0,False,[263.65],[301.55],
9,Metter,Willacoochee,74.0,True,[215.9],[256.9],
10,Willacoochee,Adel,49.0,True,[211.95],[241.65],
11,Adel,Omega,82.0,True,[208.8],[286.8],
12,Macon,Rentz,45.0,True,[108.25],[275.75],
13,Willacoochee,Metter,43.0,True,[71.55],[236.55],
14,PeerVadosta_1,Douglas,31.0,True,[143.85],[214.85],
15,Leslie,Douglas,48.0,True,[216.8],[239.8],
16,Waycross,Macon,49.0,True,[124.65],[275.25],
17,Vadosta,Tifton,69.0,True,[155.95],[287.15],
18,Warwick,Metter,35.0,True,[98.75],[225.75],
19,PeerVadosta_1,Willacoochee,63.0,True,[179.55],[251.55],
20,Hawkinsville,Tifton,37.0,True,[197.0],[212.5],
21,Tifton,Willacoochee,68.0,True,[218.8],[251.8],
22,PeerVadosta_1,Tifton,52.0,True,[123.2],[165.7],
23,PeerVadosta_1,Douglas,41.0,True,[41.0],[199.0],
24,Metter,Hawkinsville,65.0,True,[210.25],[253.25],
25,Willacoochee,Hawkinsville,53.0,True,[223.05],[245.05],
26,PeerVadosta_1,Macon,41.0,True,[63.95],[213.95],
27,Vadosta,Rentz,64.0,True,[161.4],[254.4],
28,PeerVadosta_1,Tifton,48.0,True,[88.0],[196.4],
29,PeerVadosta_1,Willacoochee,76.0,False,[75.1],[228.9],Vadosta-Omega(75.1)
30,Rentz,Warwick,67.0,True,[222.95],[245.95],
31,Warwick,PeerVadosta_1,33.0,True,[154.55],[221.05],
32,Vadosta,Leslie,69.0,True,[229.65],[241.65],
33,Willacoochee,Leslie,100.0,True,[259.0],[280.0],
34,PeerVadosta_1,Omega,33.0,True,[108.0],[191.5],
35,PeerVadosta_1,Rentz,81.0,True,[154.0],[199.0],
36,Rentz,Leslie,49.0,True,[238.65],[243.45],
37,PeerVadosta_1,Willacoochee,47.0,True,[129.0],[194.0],
38,PeerVadosta_1,Waycross,87.0,True,[174.55],[233.55],
39,Warwick,Metter,39.0,True,[94.15],[214.15],
40,PeerVadosta_1,Warwick,32.0,True,[134.4],[215.2],
41,Tifton,Douglas,65.0,True,[206.25],[239.25],
42,Willacoochee,PeerVadosta_1,34.0,True,[112.9],[228.9],
43,Waycross,Warwick,32.0,True,[86.2],[219.2],
44,Douglas,Metter,53.0,True,[128.05],[244.05],
45,Vadosta,Hawkinsville,64.0,True,[101.4],[247.4],
46,Metter,Omega,54.0,True,[198.0],[198.0],
47,PeerVadosta_1,Douglas,31.0,True,[155.0],[200.0],
48,Macon,Willacoochee,53.0,True,[220.05],[245.05],
49,Macon,Adel,41.0,True,[156.65],[227.85],
50,Douglas,Adel,69.0,True,[131.65],[258.65],
51,Warwick,PeerVadosta_1,83.0,True,[124.55],[269.55],
52,PeerVadosta_1,Tifton,68.0,True,[91.5],[159.1],
53,Willacoochee,PeerVadosta_1,53.0,True,[115.85],[220.05],
54,PeerVadosta_1,Hawkinsville,33.0,True,[113.05],[225.05],
55,Tifton,Waycross,41.0,True,[75.85],[217.85],
56,Willacoochee,Adel,71.0,True,[154.15],[256.35],
57,Leslie,Omega,36.0,True,[205.6],[228.6],
58,PeerVadosta_1,Tifton,84.0,False,[49.7],[211.7],Vadosta-Adel(49.7)
59,Rentz,Leslie,52.0,True,[167.2],[220.2],
60,PeerVadosta_1,Warwick,41.0,True,[207.85],[232.85],
61,Macon,Metter,75.0,False,[97.75],[320.05],
62,Waycross,Macon,58.0,True,[161.3],[247.3],
63,PeerVadosta_1,Leslie,48.0,True,[121.15],[222.95],
64,Hawkinsville,Tifton,31.0,True,[205.35],[277.05],
65,Macon,Metter,87.0,True,[115.95],[268.95],
66,PeerVadosta_1,Tifton,31.0,True,[82.15],[226.35],
67,PeerVadosta_1,Tifton,62.0,True,[71.0],[213.85],
68,PeerVadosta_1,Willacoochee,51.0,True,[111.35],[269.75],
69,PeerVadosta_1,Waycross,71.0,True,[181.85],[259.35],
70,Adel,Rentz,55.0,True,[189.35],[244.75],
71,Tifton,Waycross,41.0,True,[210.85],[260.45],
72,Tifton,Willacoochee,93.0,True,[273.05],[281.15],
73,Warwick,Macon,67.0,True,[194.95],[243.95],
74,Tifton,PeerVadosta_1,82.0,True,[241.7],[269.7],
75,PeerVadosta_1,Hawkinsville,45.0,True,[219.25],[235.25],
76,PeerVadosta_1,Tifton,51.0,False,[17.8],[268.35],Adel-Tifton(17.8)
77,PeerVadosta_1,Douglas,39.0,True,[174.45],[203.45],
78,Tifton,Macon,37.0,True,[128.35],[231.45],
79,Macon,Rentz,68.0,True,[136.8],[234.8],
