sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,40.74%,,,
0,Hinttnarvik,Hilttlillehammer,84.0,True,[103.0],[163.0],
1,Ntnuttrealfagbygget,Hshtthaugesund,60.0,False,[29.2],[125.0],Hshttstord-Hshtthaugesund(29.2)
2,Stockholm,Hvettborre,94.0,False,[28.2],[94.0],Uioid1-Hiotthalden(51.0); Hiotthalden-Hiottfredrikstad(51.0); Hiottfredrikstad-Hvettborre(28.2)
3,Unikttkjeller,Hingttstjordal,39.0,False,[],[],
4,Peerhingttstjordal_0,Hvottvolda,69.0,False,[51.0],[164.9],Peerhingttstjordal_0-Hingttstjordal(51.0); Ntnutthovedbygget-Hiattalesund(54.0)
5,Uiattkristiansand,Higttgjovik,30.0,False,[],[],
6,Hitttbo,Uitottkarasjok,55.0,False,[38.5],[142.9],Uio-Uioid1(38.5)
7,Hsfttsandane,Hiotthalden,99.0,False,[],[],
8,Hhtthamar,Umbttas,45.0,False,[15.7],[46.0],Hhttelverum-Hhttkongsvinger(15.7); Hhttkongsvinger-Uio(15.7)
9,Hinettmottittrana,Peerhingttstjordal_0,87.0,False,[78.0],[200.0],Ntnuttrealfagbygget-Hingttstjordal(78.0)
10,Higttgjovik,Uiattgrimstad,44.0,False,[],[],
11,Nordunetttstockholm,Hbottbodo,34.0,False,[],[],
12,Hinettsandnesjoen,Hiottfredrikstad,71.0,False,[39.1],[164.0],Ntnutthovedbygget-Ntnuttrealfagbygget(39.1)
13,Unikttkjeller,Hitttbo,74.0,False,[51.8],[143.8],Uio-Hitttbo(51.8)
14,Hshttstord,Uninettttteknobyen,42.0,True,[71.2],[125.0],
15,Hhtttynset,Uitottkarasjok,42.0,True,[42.0],[232.4],
16,Hibuttkongsberg,Hinettmottittrana,80.0,False,[],[],
17,Hitttbo,Hiattalesund,31.0,True,[53.3],[238.3],
18,Hifttalta,Hiottfredrikstad,32.0,True,[52.3],[179.2],
19,Sa_shttkautokeino,Uninettttteknobyen,66.0,False,[],[],
20,Sa_shttkautokeino,Nbttmottittrana,49.0,False,[17.1],[104.8],Hifttalta-Uitoid43(17.1); Uitoid43-Ntnuttrealfagbygget(25.9)
21,Hiotthalden,Hiakttkjeller,38.0,True,[38.0],[153.9],
22,Nordunetttkobenhavn,Hiottfredrikstad,46.0,True,[84.0],[122.0],
23,Umbttas,Ntnuttrealfagbygget,84.0,False,[],[],
24,Uibttbt,Hitttnotodden,75.0,False,[40.6],[159.0],Uio-Hitttbo(40.6)
25,Sa_shttkautokeino,Unisttsvalbard,72.0,False,[18.7],[164.6],Sa_shttkautokeino-Hifttalta(69.0); Uitoid43-Hihttharstad(18.7)
26,Hibuttdrammen,Uibttbt,53.0,True,[68.0],[151.0],
27,Hinettnesna,Higttgjovik,47.0,False,[],[],
28,Hifttalta,Hsmttkristiansun,96.0,False,[38.0],[190.0],Ntnuttrealfagbygget-Uninettttteknobyen(38.4); Uninettttteknobyen-Hsmttkristiansun(38.0)
29,Nordunetttstockholm,Hhtttynset,95.0,False,[42.8],[166.0],Stockholm-Uioid1(42.8)
30,Ntnutthovedbygget,Hbottmottittrana,74.0,False,[],[],
31,Hshttstord,Nbttmottittrana,83.0,True,[83.0],[189.0],
32,Hibuttkongsberg,Hintttnamsos,93.0,False,[],[],
33,Hihttharstad,Uninettttteknobyen,51.0,True,[51.0],[114.0],
34,Uibttbt,Hifttkirkenes,30.0,False,[],[],
35,Hinettsandnesjoen,Uitottkarasjok,47.0,False,[28.2],[176.0],Sa_shttkautokeino-Uitottkarasjok(28.2)
36,Uibtthoyteklogibygget,Hiottfredrikstad,38.0,True,[60.8],[131.0],
37,Peerhingttstjordal_0,Unikttkjeller,81.0,False,[],[],
38,Hbottbodo,Hilttlillehammer,56.0,False,[55.4],[227.5],Hinettsandnesjoen-Ntnutthovedbygget(55.4)
39,Vethsttsandnes,Nordunetttstockholmid58,82.0,False,[],[],
40,Hhttelverum,Hiotthalden,53.0,False,[],[],
41,Hvettborre,Uibttbt,85.0,False,[],[],
42,Sa_shttkautokeino,Hsmttmolde,98.0,False,[],[],
43,Umbttas,Uiottstttolavsplasstt5,42.0,False,[],[],
44,Hiotthalden,Hinettnesna,42.0,False,[],[],
45,Hshttstord,Hinettsandnesjoen,67.0,False,[13.2],[171.0],Hinttnarvik-Hbottbodo(13.2); Hbottbodo-Hinettsandnesjoen(66.0)
46,Hintttlevanger,Nordunetttstockholmid58,76.0,False,[],[],
47,Hshttstord,Uioid1,44.0,True,[44.0],[96.6],
48,Hsfttsandane,Hshtthaugesund,38.0,False,[],[],
49,Hiotthalden,Hvettlarvik,98.0,False,[],[],
50,Hinettmottittrana,Uibttbt,54.0,True,[120.0],[200.0],
51,Hvottvolda,Unikttkjeller,35.0,True,[35.0],[176.0],
52,Hvottvolda,Hiakttkjeller,33.0,False,[],[],
53,Higttgjovik,Uitottkarasjok,52.0,True,[52.0],[195.0],
54,Uisttstavanger,Hhtthamar,35.0,False,[12.2],[128.0],Uibttbt-Uio(12.2); Hhttelverum-Hhtthamar(12.2)
55,Hihttharstad,Hsfttsandane,30.0,True,[30.0],[234.0],
56,Hibuttkongsberg,Hsfttsandane,65.0,True,[65.0],[216.4],
57,Hsfttsongdal,Hhttevenstad,37.0,True,[37.0],[193.0],
58,Hifttalta,Uiattkristiansand,88.0,False,[],[],
59,Hitttrauland,Vethsttsandnes,98.0,False,[],[],
60,Vethsttsandnes,Hilttlillehammer,81.0,False,[],[],
61,Peerhingttstjordal_0,Hiotthalden,89.0,False,[],[],
62,Hintttnamsos,Sa_shttkautokeino,96.0,False,[70.0],[180.0],Uitoid43-Hifttalta(70.0)
63,Hhttelverum,Uisttstavanger,87.0,False,[61.0],[138.4],Uio-Uibttbt(61.0)
64,Nyalesund,Uiattgrimstad,83.0,False,[42.0],[223.2],Unisttsvalbard-Hihttharstad(42.0); Hibuttdrammen-Hitttbo(69.0)
65,Vethsttsandnes,Hhttkongsvinger,72.0,False,[],[],
66,Peerhingttstjordal_0,Hihttharstad,80.0,False,[32.0],[147.0],Peerhingttstjordal_0-Hingttstjordal(54.0); Hingttstjordal-Ntnuttrealfagbygget(32.0); Ntnutthovedbygget-Hinttnarvik(47.1)
67,Hinettmottittrana,Hvottvolda,56.0,True,[56.0],[131.0],
68,Hsmttkristiansun,Hifttkirkenes,53.0,False,[51.3],[242.7],Hinttnarvik-Uito(51.3)
