sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,48.15%,,,
0,Catania,Bari,104.0,False,[],[],
1,Boston,Lille,162.0,False,[28.3],[158.0],Boston-London(158.0); London-NodeID62(28.3); NodeID62-Lille(66.4)
2,NewTTYork,Brussels,128.0,False,[],[],
3,Winterthur,Bordeaux,166.0,False,[32.0],[194.0],Zurich-Basel(32.0); Basel-Strasbourg(88.5); Paris-Rouen(155.5); Rouen-Rennes(103.0); Rennes-Nantes(103.0); Nantes-Bordeaux(103.0)
4,Birmingham,Evere,148.0,True,[221.8],[282.8],
5,Anderlecht,Birmingham,60.0,False,[30.0],[186.0],Anderlecht-Brussels(30.0); Manchester-Birmingham(33.0)
6,Bern,Zurich,104.0,False,[52.0],[177.0],Bern-NodeID73(52.0)
7,Stuttgart,Bologna,80.0,True,[84.8],[245.0],
8,Brindisi,Chiasso,126.0,False,[22.4],[180.2],Brindisi-Rome(63.0); Rome-Firenze(22.4)
9,Rome,Rimini,88.0,True,[96.8],[157.0],
10,NodeID73,Esslingen,94.0,False,[],[],
11,Zug,Bristol,66.0,False,[42.0],[234.0],London-Dublin(42.0); Dublin-Bristol(42.0)
12,Biel_Bienne,NodeID79,136.0,False,[131.2],[296.4],Basel-Strasbourg(131.2)
13,Kortnijk,Lyon,116.0,False,[],[],
14,Ostend,Paris,98.0,False,[54.0],[145.3],Ostend-Ghent(54.0)
15,Boston,Novara,136.0,False,[68.0],[265.1],Boston-London(128.0); London-Newark(105.8); Milan-Novara(68.0)
16,Cagliari,Trieste,146.0,True,[160.6],[287.6],
17,Toulouse,Valencia,64.0,True,[87.3],[203.6],
18,Mons,Paris,66.0,False,[],[],
19,Barcelona,Novara,116.0,True,[127.6],[259.6],
20,Dijon,Brescia,90.0,False,[],[],
21,Brussels,Munich,86.0,False,[],[],
22,Biella,Chicago,98.0,False,[],[],
23,NewTTYork,PeerBarcelona_0,76.0,False,[],[],
24,Catania,Rennes,196.0,False,[194.6],[327.8],Rome-Firenze(194.6)
25,Newark,Charleroi,168.0,True,[184.8],[287.8],
26,Nyon,Biel_Bienne,124.0,False,[45.0],[62.0],Nyon-Lausanne(59.4); Lausanne-NodeID73(62.0); NodeID73-Biel_Bienne(45.0)
27,Brindisi,Livorno,64.0,False,[],[],
28,Leuven,Mannheim,102.0,False,[],[],
