sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,47.06%,,,
0,Rogasjattslatina,Divaca,66.0,True,[90.0],[197.0],
1,Postojna,Izola,31.0,True,[62.0],[176.0],
2,Celje,Radenci,47.0,True,[47.0],[198.0],
3,Izola,Senozece,62.0,False,[31.0],[62.0],Koper-Divaca(46.0); Divaca-Senozece(31.0)
4,Kranj,Peercelje_0,32.0,True,[74.0],[197.3],
5,Ajdovscina,Maribor,42.0,True,[101.0],[199.0],
6,Portoroz,Ptuj,50.0,False,[49.0],[186.0],Koper-Ljubljana(49.0)
7,Velenje,Postojna,75.0,True,[135.8],[212.1],
8,Ravnettnattkoroskem,Novottmesto,32.0,False,[19.2],[301.3],Kovevje-Novottmesto(19.2)
9,Kranj,Novottmesto,30.0,True,[99.5],[173.0],
10,Jesenice,Slovenjttgradec,52.0,True,[52.0],[197.0],
11,Ljubljana,Ravnettnattkoroskem,54.0,True,[54.0],[183.0],
12,Velenje,Koper,66.0,False,[46.0],[199.0],Velenje-Dravograd(46.0)
13,Sezana,Celje,94.0,False,[],[],
14,Sezana,Peercelje_0,53.0,False,[39.6],[158.0],Senozece-Postojna(39.6); Postojna-Ljubljana(39.6)
15,Krsko,Lasko,77.0,False,[46.0],[211.7],Novottmesto-Kovevje(46.0)
16,Ljubljana,Portoroz,66.0,False,[19.8],[87.8],Ljubljana-Kranj(42.0); Divaca-Portoroz(19.8)
17,Dravograd,Senozece,75.0,False,[45.0],[185.0],Postojna-Senozece(45.0)
18,Kranj,Ajdovscina,81.0,False,[30.3],[169.8],Novattgorica-Ajdovscina(30.3)
19,Postojna,Slovenskattbistrica,65.0,True,[82.0],[154.0],
20,Dravograd,Novottmesto,75.0,True,[89.0],[175.0],
21,Lasko,Jesenice,32.0,False,[],[],
22,Rogasjattslatina,Novattgorica,63.0,False,[62.4],[217.0],Rogasjattslatina-Ptuj(62.4)
23,Lasko,Slovenjttgradec,84.0,False,[50.4],[125.0],Dravograd-Slovenjttgradec(50.4)
24,Divaca,Radenci,48.0,True,[80.0],[200.0],
25,Ajdovscina,Kranj,98.0,True,[179.4],[196.0],
