sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,75.19%,,,
0,Adel,Douglas,132.0,True,[151.1],[244.1],
1,Macon,Hawkinsville,62.0,True,[164.35],[224.35],
2,PeerVadosta_1,Metter,102.0,True,[161.0],[208.0],
3,Metter,Hawkinsville,184.0,True,[200.2],[250.2],
4,Douglas,Leslie,62.0,True,[204.35],[221.35],
5,Omega,Hawkinsville,162.0,False,[243.85],[266.85],
6,Waycross,Willacoochee,166.0,True,[217.55],[251.55],
7,Hawkinsville,Metter,104.0,True,[234.2],[240.2],
8,Metter,Hawkinsville,80.0,True,[208.0],[220.0],
9,Tifton,Vadosta,132.0,True,[166.1],[192.1],
10,Macon,Hawkinsville,78.0,False,[63.15],[183.15],Macon-Leslie(63.1)
11,Hawkinsville,Douglas,80.0,True,[106.0],[234.0],
12,Macon,Douglas,198.0,False,[209.15],[284.15],
13,Douglas,Hawkinsville,114.0,True,[162.45],[248.45],
14,Adel,Omega,74.0,True,[89.45],[257.05],
15,Omega,Douglas,198.0,False,[251.15],[278.15],
16,Warwick,Leslie,78.0,True,[193.15],[217.15],
17,Hawkinsville,Macon,114.0,True,[136.45],[223.45],
18,PeerVadosta_1,Tifton,182.0,False,[137.35],[276.25],Vadosta-Adel(137.3)
19,Willacoochee,Waycross,64.0,True,[93.2],[227.2],
20,Hawkinsville,Metter,106.0,True,[220.05],[229.05],
21,PeerVadosta_1,Macon,82.0,False,[58.0],[208.0],Leslie-Macon(58.0)
22,PeerVadosta_1,Tifton,168.0,False,[155.7],[222.7],Vadosta-Adel(155.7)
23,Tifton,Willacoochee,126.0,False,[123.55],[240.55],Tifton-Omega(123.5)
24,Douglas,Vadosta,110.0,True,[218.75],[230.75],
25,Leslie,Metter,62.0,True,[71.35],[226.35],
26,Omega,Metter,122.0,False,[95.85],[250.85],Rentz-Metter(95.8)
27,Omega,Douglas,176.0,True,[183.8],[264.8],
28,Rentz,Leslie,118.0,True,[227.15],[235.15],
29,Metter,Hawkinsville,102.0,True,[185.35],[231.35],
30,PeerVadosta_1,Adel,62.0,False,[31.0],[173.0],PeerVadosta_1-Vadosta(31.0)
31,PeerVadosta_1,Tifton,60.0,True,[88.9],[181.0],
32,Douglas,Metter,120.0,True,[190.0],[246.0],
33,Adel,Waycross,166.0,False,[196.55],[324.35],
34,Rentz,Omega,62.0,True,[197.35],[216.35],
35,Hawkinsville,Metter,76.0,True,[184.3],[229.3],
36,Metter,Hawkinsville,114.0,True,[211.45],[246.45],
37,Adel,Rentz,142.0,True,[157.35],[258.35],
38,Macon,Metter,162.0,False,[163.85],[268.85],
39,Metter,Leslie,174.0,False,[233.95],[271.95],
40,Tifton,Willacoochee,186.0,False,[273.05],[281.15],
41,PeerVadosta_1,Douglas,192.0,False,[105.3],[200.0],Vadosta-Omega(105.3); Omega-Willacoochee(164.0)
42,Hawkinsville,Metter,184.0,False,[180.2],[278.2],Rentz-Metter(180.2)
43,PeerVadosta_1,Adel,188.0,False,[151.9],[243.9],Vadosta-Adel(151.9)
44,Warwick,Leslie,68.0,True,[178.9],[202.9],
45,PeerVadosta_1,Waycross,132.0,False,[105.15],[226.15],Willacoochee-Douglas(105.2)
46,Douglas,Tifton,150.0,False,[126.7],[200.0],Omega-Tifton(126.7)
47,Douglas,Tifton,90.0,True,[126.25],[231.25],
48,Hawkinsville,Metter,110.0,True,[175.75],[188.75],
49,Vadosta,Tifton,90.0,True,[123.6],[213.4],
50,Leslie,Warwick,66.0,True,[166.05],[226.05],
51,PeerVadosta_1,Metter,60.0,True,[194.75],[210.75],
52,Vadosta,Waycross,108.0,True,[186.9],[244.9],
53,Willacoochee,Warwick,96.0,True,[228.8],[240.8],
54,Hawkinsville,Metter,64.0,True,[69.2],[179.2],
55,Rentz,Leslie,80.0,True,[109.0],[230.0],
56,Omega,Adel,196.0,False,[210.3],[284.8],
57,Warwick,Vadosta,60.0,True,[125.5],[215.5],
58,Tifton,Vadosta,116.0,True,[164.6],[196.3],
59,PeerVadosta_1,Hawkinsville,108.0,True,[115.4],[211.4],
60,Douglas,Vadosta,60.0,True,[138.5],[193.9],
61,Rentz,Macon,102.0,True,[137.35],[239.35],
62,Willacoochee,Waycross,94.0,True,[183.95],[238.95],
63,Leslie,Omega,72.0,True,[205.6],[228.6],
64,Tifton,Vadosta,80.0,True,[148.4],[187.6],
65,Tifton,Willacoochee,80.0,True,[192.0],[227.0],
66,Tifton,Vadosta,116.0,False,[107.3],[259.3],Adel-Vadosta(107.3)
67,Waycross,Leslie,78.0,True,[148.15],[230.15],
