sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,87.78%,,,
0,Hinttnarvik,Hilttlillehammer,54.6,True,[220.2],[323.3],
1,Ntnuttrealfagbygget,Hshtthaugesund,39.0,True,[71.2],[251.0],
2,Stockholm,Hvettborre,61.1,True,[84.2],[150.0],
3,Unikttkjeller,Hingttstjordal,25.35,False,[],[],
4,Peerhingttstjordal_0,Hvottvolda,44.85,True,[113.0],[226.9],
5,Uiattkristiansand,Higttgjovik,19.5,False,[],[],
6,Hitttbo,Uitottkarasjok,35.75,True,[70.5],[174.9],
7,Hsfttsandane,Hiotthalden,64.35000000000001,False,[],[],
8,Hhtthamar,Umbttas,29.25,True,[73.7],[104.0],
9,Hinettmottittrana,Peerhingttstjordal_0,56.550000000000004,True,[78.0],[200.0],
10,Higttgjovik,Uiattgrimstad,28.6,False,[],[],
11,Nordunetttstockholm,Hbottbodo,22.1,False,[],[],
12,Hinettsandnesjoen,Hiottfredrikstad,46.15,False,[39.1],[226.0],Ntnutthovedbygget-Ntnuttrealfagbygget(39.1)
13,Unikttkjeller,Hitttbo,48.1,True,[51.8],[143.8],
14,Hshttstord,Uninettttteknobyen,27.3,True,[165.6],[251.0],
15,Hhtttynset,Uitottkarasjok,27.3,True,[88.0],[388.4],
16,Hibuttkongsberg,Hinettmottittrana,52.0,False,[],[],
17,Hitttbo,Hiattalesund,20.150000000000002,True,[53.3],[238.3],
18,Hifttalta,Hiottfredrikstad,20.8,True,[86.3],[213.2],
19,Sa_shttkautokeino,Uninettttteknobyen,42.9,False,[],[],
20,Sa_shttkautokeino,Nbttmottittrana,31.85,False,[17.1],[104.8],Hifttalta-Uitoid43(17.1); Uitoid43-Ntnuttrealfagbygget(25.9)
21,Hiotthalden,Hiakttkjeller,24.7,True,[38.0],[153.9],
22,Nordunetttkobenhavn,Hiottfredrikstad,29.900000000000002,True,[84.0],[122.0],
23,Umbttas,Ntnuttrealfagbygget,54.6,False,[],[],
24,Uibttbt,Hitttnotodden,48.75,False,[40.6],[159.0],Uio-Hitttbo(40.6)
