sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths
summary,,,,11.54%,,
0,Catania,Bari,104.0,False,[],
1,Boston,Lille,162.0,False,[28.3],
2,NewTTYork,Brussels,128.0,False,[],
3,Winterthur,Bordeaux,166.0,False,[32.0],
4,Anderlecht,Birmingham,60.0,False,[30.0],
5,Kortnijk,Paris,96.0,False,[],
6,Bern,Zurich,104.0,False,[52.0],
7,Stuttgart,Bologna,80.0,False,[36.8],
8,Brindisi,Chiasso,126.0,False,[22.4],
9,Rome,Rimini,88.0,False,[44.0],
10,NodeID73,Esslingen,94.0,False,[],
11,Zug,Bristol,66.0,False,[42.0],
12,Biel_Bienne,NodeID79,136.0,False,[49.6],
13,Kortnijk,Lyon,116.0,False,[],
14,Ostend,Paris,98.0,False,[54.0],
15,Boston,Novara,136.0,False,[68.0],
16,Cagliari,Trieste,146.0,False,[73.0],
17,Toulouse,Valencia,64.0,False,[48.9],
18,Mons,Paris,66.0,False,[],
19,Barcelona,Novara,116.0,False,[58.0],
20,Dijon,Brescia,90.0,False,[],
21,Brussels,Munich,86.0,False,[],
22,Biella,Chicago,98.0,False,[],
23,NewTTYork,PeerBarcelona_0,76.0,False,[],
24,NewTTYork,Ostend,142.0,False,[],
25,Catania,Rennes,196.0,False,[77.0],
26,Newark,Charleroi,168.0,False,[84.0],
27,Nyon,Biel_Bienne,124.0,False,[45.0],
28,Milan,Nyon,70.0,False,[],
29,Brindisi,Livorno,64.0,False,[],
30,Leuven,Mannheim,102.0,False,[],
31,Dijon,Sintra,64.0,False,[32.0],
32,Trento,Verona,82.0,False,[],
33,Catania,Bologna,116.0,False,[],
34,Schaffhausen,Rouen,118.0,False,[59.0],
35,Trieste,Winterthur,60.0,False,[],
36,Anderlecht,NodeID62,62.0,False,[31.0],
37,NewTTYork,Mons,138.0,False,[103.0],
38,Lyon,Parma,158.0,False,[153.0],
39,Grenoble,NodeID79,178.0,False,[89.0],
40,Ostend,Livorno,118.0,False,[],
41,Rimini,Esslingen,98.0,False,[],
42,Antwerp,Biella,70.0,False,[61.0],
43,Porto,Dijon,64.0,False,[],
44,Grenoble,Chiasso,166.0,False,[83.0],
45,Trieste,Cagliari,86.0,False,[],
46,StTTGallen,Firenze,96.0,False,[48.0],
47,Luxembourg,StTTGallen,160.0,False,[],
48,NodeID62,Bergamo,84.0,False,[58.0],
49,Barcelona,Ostend,194.0,False,[],
50,Evere,Reading,120.0,False,[],
51,Biel_Bienne,Zug,124.0,False,[62.0],
52,Varese,StTTGallen,104.0,False,[],
53,Schaffhausen,Bristol,62.0,True,[75.0],
54,Karlsruhe,Marseille,124.0,True,[194.0],
55,Boston,Nantes,62.0,True,[87.0],
56,Livorno,Zug,152.0,False,[40.2],
57,Novara,Turin,158.0,False,[81.0],
58,Luxembourg,Lucerne,190.0,False,[],
59,Bordeaux,Trento,88.0,False,[44.0],
60,Genova,NodeID62,60.0,True,[60.4],
61,Toulouse,PeerBarcelona_0,192.0,False,[90.0],
62,Newark,Esslingen,146.0,False,[],
63,Milan,Bari,158.0,False,[],
64,NewTTYork,Mons,176.0,False,[88.0],
65,Schaffhausen,Chiasso,186.0,False,[59.9],
66,Catania,Biella,126.0,False,[86.0],
67,Dijon,Leuven,72.0,False,[36.0],
68,Toulouse,Reading,200.0,False,[85.0],
69,Bologna,Borgomanero,68.0,False,[],
70,Luxembourg,Paris,64.0,False,[50.0],
71,Toulouse,Valencia,94.0,False,[32.9],
72,Madrid,Esslingen,90.0,False,[],
73,Schaffhausen,Munich,122.0,False,[],
74,Borgomanero,Bari,62.0,False,[],
75,Treviso,Montpellier,64.0,False,[],
76,Vicenza,Bordeaux,128.0,False,[],
77,Strasbourg,Liege,170.0,False,[85.0],
78,Paris,Anderlecht,68.0,False,[],
79,Toulouse,Munich,98.0,False,[],
80,Biella,Toulouse,68.0,False,[18.7],
81,Kortnijk,Dublin,108.0,False,[31.0],
82,Leuven,NodeID73,68.0,False,[],
83,Catania,Zug,80.0,False,[70.0],
84,Catania,Nice,68.0,True,[108.0],
85,Varese,Verona,140.0,False,[],
86,Montpellier,Liege,136.0,False,[68.0],
87,Rome,Novara,60.0,False,[30.0],
88,Rouen,Lucerne,108.0,False,[39.0],
89,Rimini,Lugano,74.0,False,[],
90,Barcelona,Zug,134.0,False,[86.2],
91,Bologna,Dijon,90.0,False,[],
92,Lisbon,Genova,132.0,False,[66.0],
93,StTTGallen,NodeID79,90.0,False,[38.4],
94,Grenoble,Tours,76.0,False,[38.0],
95,Liege,Firenze,68.0,True,[133.0],
96,Leuven,Bristol,88.0,False,[],
97,Chiasso,Lisbon,94.0,False,[66.0],
98,Bern,Stuttgart,182.0,False,[91.0],
99,Brussels,Biella,98.0,False,[17.1],
100,Como,Leuven,124.0,True,[141.0],
101,Karlsruhe,Ghent,132.0,True,[163.3],
102,Reading,Toulouse,98.0,False,[],
103,NodeID62,Birmingham,174.0,False,[],
104,Bergamo,Cagliari,184.0,False,[50.0],
105,Dijon,Lisbon,66.0,False,[],
106,Cagliari,Winterthur,146.0,False,[33.0],
107,Genova,Chiasso,64.0,True,[181.0],
108,Rome,Manchester,200.0,False,[166.0],
109,Biel_Bienne,Chiasso,68.0,False,[17.0],
110,Treviso,Winterthur,90.0,False,[],
111,Newark,Padova,68.0,False,[14.0],
112,Tours,NodeID62,200.0,False,[35.0],
113,Nice,Dijon,82.0,False,[],
114,Antwerp,Zug,156.0,False,[127.0],
115,Lisbon,Paris,144.0,False,[46.8],
116,Antwerp,Dublin,172.0,False,[],
117,Strasbourg,Schaffhausen,128.0,False,[],
