sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,65.38%,,,
0,PeerVadosta_1,Tifton,156.0,True,[166.0],[184.0],
1,PeerVadosta_1,Metter,104.0,True,[117.2],[244.2],
2,Macon,Douglas,192.0,False,[247.6],[281.6],
3,Metter,PeerVadosta_1,62.0,True,[126.35],[215.35],
4,Vadosta,Waycross,152.0,True,[192.0],[263.6],
5,PeerVadosta_1,Willacoochee,60.0,True,[106.3],[213.6],
6,PeerVadosta_1,Rentz,110.0,True,[122.0],[183.0],
7,Willacoochee,Tifton,62.0,True,[156.0],[191.0],
8,Rentz,Leslie,178.0,False,[263.65],[301.55],
9,Metter,Willacoochee,148.0,True,[215.9],[256.9],
10,Willacoochee,Adel,98.0,True,[211.95],[241.65],
11,Adel,Omega,164.0,False,[208.8],[286.8],
12,Macon,Rentz,90.0,False,[108.25],[275.75],
13,Willacoochee,Metter,86.0,False,[71.55],[236.55],Rentz-Metter(71.5)
14,PeerVadosta_1,Douglas,62.0,True,[143.85],[214.85],
15,Leslie,Douglas,96.0,True,[216.8],[239.8],
16,Waycross,Macon,98.0,False,[124.65],[275.25],
17,Vadosta,Tifton,138.0,False,[155.95],[287.15],
18,Warwick,Metter,70.0,True,[98.75],[225.75],
19,PeerVadosta_1,Willacoochee,126.0,True,[179.55],[251.55],
20,Hawkinsville,Tifton,74.0,True,[197.0],[212.5],
21,Tifton,Willacoochee,136.0,True,[218.8],[251.8],
22,PeerVadosta_1,Tifton,104.0,True,[123.2],[165.7],
23,PeerVadosta_1,Douglas,82.0,False,[41.0],[199.0],PeerVadosta_1-Vadosta(41.0); Vadosta-Omega(68.0)
24,Metter,Hawkinsville,130.0,True,[210.25],[253.25],
25,Willacoochee,Hawkinsville,106.0,True,[223.05],[245.05],
26,PeerVadosta_1,Macon,82.0,False,[63.95],[213.95],Leslie-Macon(64.0)
27,Vadosta,Rentz,128.0,True,[161.4],[254.4],
28,PeerVadosta_1,Tifton,96.0,False,[88.0],[196.4],Vadosta-Adel(88.0)
29,PeerVadosta_1,Willacoochee,152.0,False,[75.1],[228.9],Vadosta-Omega(75.1)
30,Rentz,Warwick,134.0,True,[222.95],[245.95],
31,Warwick,PeerVadosta_1,66.0,True,[154.55],[221.05],
32,Vadosta,Leslie,138.0,True,[229.65],[241.65],
33,Willacoochee,Leslie,200.0,False,[259.0],[280.0],
34,PeerVadosta_1,Omega,66.0,True,[108.0],[191.5],
35,PeerVadosta_1,Rentz,162.0,False,[154.0],[199.0],PeerVadosta_1-Vadosta(154.0); Vadosta-Omega(154.0)
36,Rentz,Leslie,98.0,True,[238.65],[243.45],
